nrmse_res,rmse
0.5311994249020698,3.1786746335048996
0.5005946241638304,3.038368440780468
0.4689709090837651,2.8338883810944093
0.4125000744654656,2.519118101815838
0.4405909339401094,2.5728625661101576
0.4489223290985567,2.5542960329457984
0.4834402547110805,2.4404684515896253
0.5327352342891597,2.4614077135071333
0.5097840743395262,2.5516464897422275
0.4316168234544215,2.62893883376784
0.4347771380917664,2.880689166287158
0.4471268238727903,2.8310062003496457
0.5600794084207518,2.7105447305924084
0.4915119987928253,3.2960216389636523
0.3985960599376716,2.790172419563701
0.4223690221108486,2.8165463666964072
0.6829557496420751,3.3052136546849087
0.38645586892212097,2.9449177177220447
0.36612236426137723,2.8898214419775012
0.3906793007951971,3.043955835607498
0.4335847590851479,3.454766262229253
0.40575178277885643,3.0116763342088384
0.4053965936469192,2.96134624022295
0.47846693997442996,2.594467792160813
0.5752032278121162,2.4515346126537785
0.5388789285632203,2.204504707758628
0.5829819990497807,2.0014676117110115
0.6866840076708133,1.8984793153251895
0.894524258702064,1.8895031133011513
0.9402333489601925,1.7296271232208889
1.1203666737119924,1.8692748780649284
1.0968155807602569,1.7068092727338755
1.005403787791834,1.8979012678637295
0.711710586078242,1.8382685191218766
0.620368346935383,2.1530430864228
0.5754040523719732,2.673936478669758
0.5318083349796803,3.3614837002458935
0.5286658902248059,3.810917754133895
0.5573066060344309,3.1680049316288774
0.5242150595813666,3.9414244586705958
0.45860320402005933,3.178340921978593
0.45689524202724213,3.259348945798615
0.43702694490711014,3.035818189488428
0.44300548204813184,2.7883286223029473
0.5701379577676231,2.5915361716710144
0.4790847638698775,2.7617827564263524
0.44454343546862113,2.505608454459501
0.418329124881707,2.570375211171558
0.40087495602934536,2.5788907599107085
0.4174197768413471,2.7567562802088967
0.4342356823829224,2.786539138286133
0.6594848893148137,2.7966391295542636
0.4636148507746914,2.873420385282713
0.45114737040667235,2.4945795775427766
0.4995261378181449,2.5750973093940734
0.4885683925028618,2.442841962514309
0.5157123916187853,2.4958273498128385
0.4811255771736355,2.709225843656889
0.46317942628714576,2.5734942455205583
0.4601216192005009,2.728742650766607
0.44273182413198264,3.328775105505709
0.4545792250932771,3.5880157018057592
0.38070049657058225,2.8440566508508205
0.4077993910883404,3.1359118951071308
0.4176527394026195,3.0553419652555265
0.457096175316088,3.659213767102587
0.3914209479003432,3.114622302009148
0.5489076561371675,3.173097199381166
