nrmse_res,rmse
0.36721313555593926,2.1973876935138827
0.4030283056978036,2.4461878447433536
0.43321570073849847,2.617827496441194
0.3811686738921026,2.3277787464426805
0.4090129425872995,2.3884606059108613
0.39627882293895367,2.254762928379929
0.4023939732722281,2.0313364212245095
0.47823893230638487,2.2096173129022274
0.4995222070058459,2.5002822767779236
0.38911364261274717,2.370055823186733
0.3949946415158163,2.6171035338935638
0.3754093636458537,2.3769234575224107
0.5384481352883073,2.6058586226519687
0.4399407777975487,2.950191098171797
0.38502691120505494,2.6951883784353847
0.403028117424679,2.687572526356014
0.5858155894130119,2.8350968364640416
0.3547153764314098,2.7030449808275883
0.34927271239529095,2.7568263288526706
0.35659501769662594,2.7783900576683633
0.37523841451334883,2.9898675808817634
0.4052383079662644,3.007865088006284
0.3865435845168386,2.8236285371657837
0.47555996009690366,2.5787048103650285
0.5322219249563198,2.2683469208031384
0.5139804098801607,2.10264713132793
0.5541222277127289,1.9023875411314006
0.6309869758580776,1.7444934038429205
0.7996706022229879,1.6891437854442792
0.8290711592209119,1.5251362501176133
0.9798405668741632,1.6348142078328285
0.9387261217688693,1.4607984033943366
0.8835559915950492,1.6678891178238093
0.6684151564084891,1.7264412863385041
0.5438207945214439,1.887378051574423
0.5084870929992982,2.3629694321732093
0.4703922421995105,2.9732814453466387
0.47724017140150177,3.4402125724557457
0.5100241173844903,2.899228004169589
0.48049052512426355,3.6126720766027516
0.4246557839528668,2.9430689625824353
0.4094614671449109,2.920971107867974
0.41981689586458015,2.9162681696689283
0.4188067297816088,2.6360188286254203
0.5444953392513474,2.474978814778852
0.45748070990143225,2.637241739431786
0.4290565761789645,2.4183188839178
0.4104307049163025,2.5218442778012387
0.39056996825702267,2.5125971754716487
0.3864447589618859,2.552188648758979
0.4096252816031855,2.6286114327477144
0.638845309683723,2.7091140672684078
0.4395023304511078,2.7239743368600746
0.43391134637144746,2.3992745034656506
0.46473100283385954,2.3957255974964737
0.4758339785410805,2.3791698927054026
0.5017626655013994,2.4283166432019594
0.45365410508019527,2.554533543579923
0.4431041302391857,2.4619528947514113
0.44139915862987633,2.617709448772903
0.42112134701887644,3.1662920529868464
0.4296735344323157,3.391433886749187
0.37165790265365445,2.7765031551184776
0.4043213742755351,3.1091665037872698
0.39661441644849993,2.9014359449280636
0.43841639293232987,3.5096756161481166
0.38256810341487485,3.0441782774402877
0.5233914232572412,3.025594270273143
0.48566357802998883,4.048927904538783
0.39406631264393077,2.935477933224575
0.4993724661138114,2.702486287204156
0.4979449858231875,3.080868174317797
0.47887430066257064,2.560825137232998
0.5182467353278095,2.1699849933779407
0.5904753599160594,2.1092916600210034
0.7656728461246357,1.9407964121020178
0.727688667593897,1.5837929824102464
0.7777421592001184,1.6053929061563939
0.9668968036813532,1.6390710522298875
1.075733631551258,1.720023293229017
0.8589686585566584,1.5801348585213395
0.8524303620824987,1.992043145615251
0.6259389204188898,2.0820000454574834
0.5412685725002876,2.480573083597575
0.46314948029727093,2.9572218153740186
0.4394375967403236,3.0243646363892864
0.46643584717828085,3.5693566701182884
0.48130203128568805,3.6882663680876524
0.46226465545640044,3.2506846092254897
0.3788856255858466,2.443508366077706
0.42450978795038263,2.780879626947694
0.4149517762907067,2.549623481058941
0.4143609668468701,2.5371299841693387
0.4752138327366053,2.61494670527255
0.4398570020085241,2.453320070026153
0.44349220623802754,2.556602130078041
0.43996020904077465,2.6515248961976097
0.4381566791744298,2.703918758113861
0.4413938246923756,2.586992683758522
0.4311307252349789,2.4369260779324744
0.46201675101161743,2.7004508494957102
0.44469748164268996,2.3709272149612937
0.48861827538095043,2.31505771116322
0.5000066594260327,2.3155388612991676
0.4819093218784353,2.195651028023673
0.47805337612211346,2.4976371576005607
0.4532343371569483,2.5909492321966723
0.43954736246704357,2.5432633486061023
0.43442143503475467,2.862070630817207
0.43246451108921335,3.0550033109564216
0.3984573916744878,2.623000262841147
0.4508618405789841,2.8498325966008515
0.46932936266122893,3.1974631445476236
0.4345336126787548,2.9882899781009553
